ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,codeReference,status,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Countries,Family_ID,Language_ID.y
zimb1251-aes,zimb1251,aes,1,aes-not_endangered,Zimba (zmb-zmb) = 6a* (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Zimba,Africa,-4.013,26.6083,zimb1251,zmb,CD,atla1278,NA
mbun1248-aes,mbun1248,aes,2,aes-threatened,Mbunga (mgy-mgy) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Mbunga,Africa,-8.19661,36.5362,mbun1248,mgy,TZ,atla1278,NA
ndwe1234-aes,ndwe1234,aes,2,aes-threatened,Ndwewe (nww-nww) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Ndwewe,Africa,-8.94,36.13,ndwe1234,nww,TZ,atla1278,NA
nind1242-aes,nind1242,aes,3,aes-shifting,Nindi (nxi-nxi) = 7 (Shifting).,hh:h:Ethnologue:25,NA,shifting,Nindi,Africa,-11.2569,36.3116,nind1242,nxi,TZ,atla1278,NA
mate1258-aes,mate1258,aes,1,aes-not_endangered,Matengo (mgv-mgv) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Matengo,Africa,-11.554,35.0056,mate1258,mgv,TZ,atla1278,NA
mpot1240-aes,mpot1240,aes,1,aes-not_endangered,Mpoto (mpa-mpa) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Mpoto,Africa,-11.13767,34.71269,mpot1240,mpa,MW;TZ,atla1278,NA
nden1249-aes,nden1249,aes,1,aes-not_endangered,Ndendeule (dne-dne) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Ndendeule,Africa,-10.4203,36.0105,nden1249,dne,TZ,atla1278,NA
ngin1244-aes,ngin1244,aes,1,aes-not_endangered,Ngindo (nnq-nnq) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Ngindo,Africa,-9.78145,37.9832,ngin1244,nnq,TZ,atla1278,NA
nden1248-aes,nden1248,aes,2,aes-threatened,Ndengereko (ndg-ndg) = 6b* (Threatened).,hh:h:Ethnologue:25,NA,threatened,Ndengereko,Africa,-7.54628,38.958,nden1248,ndg,TZ,atla1278,NA
matu1259-aes,matu1259,aes,1,aes-not_endangered,Matumbi (mgw-mgw) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Matumbi,Africa,-8.53734,39.0409,matu1259,mgw,TZ,atla1278,NA
mako1251-aes,mako1251,aes,1,aes-not_endangered,Makonde (kde-kde) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Makonde,Africa,-10.9906,39.5133,mako1251,kde,MZ;TZ,atla1278,NA
makw1236-aes,makw1236,aes,2,aes-threatened,"Makwe (5070-ymk) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Makwe,Africa,-10.4673,40.0274,makw1236,ymk,MZ;TZ,atla1278,NA
mach1265-aes,mach1265,aes,1,aes-not_endangered,Machinga (mvw-mvw) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Machinga,Africa,-9.37101,39.4268,mach1265,mvw,TZ,atla1278,NA
yaoo1241-aes,yaoo1241,aes,1,aes-not_endangered,Yao (yao-yao) = 5* (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Yao,Africa,-13.6119,35.2387,yaoo1241,yao,MW;MZ;TZ;ZM,atla1278,NA
mwer1248-aes,mwer1248,aes,1,aes-not_endangered,Mwera (mwe-mwe) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Mwera (Chimwera),Africa,-9.75639,38.8762,mwer1248,mwe,TZ,atla1278,NA
mwan1247-aes,mwan1247,aes,1,aes-not_endangered,Mwani (wmw-wmw) = 5* (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Mwani,Africa,-12.5821,40.4601,mwan1247,wmw,MZ,atla1278,NA
ilwa1237-aes,ilwa1237,aes,3,aes-shifting,"Kiwilwana (4785-mlk) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Ilwana,Africa,-0.66322,39.793,ilwa1237,mlk,KE,atla1278,NA
cong1236-aes,cong1236,aes,1,aes-not_endangered,"Swahili, Congo (swc-swc) = 2 (Provincial). Statutory provincial language in eastern regions (2006, Constitution, Article 1(8)).",hh:h:Ethnologue:25,NA,not_endangered,Congo Swahili,Africa,-7.2692,27.4196,cong1236,swc,CD,atla1278,NA
swah1253-aes,swah1253,aes,3,aes-shifting,"Mwini (5049-swh-mwi) = Endangered (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Swahili,Africa,-8.25605,37.624,swah1253,swh,BI;KE;MZ;RW;SO;TZ;UG,atla1278,NA
cutc1238-aes,cutc1238,aes,1,aes-not_endangered,Cutchi-Swahili (ccl-ccl) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Cutchi-Swahili,Africa,-3.13905,38.6217,cutc1238,ccl,KE;TZ,atla1278,NA
poko1261-aes,poko1261,aes,1,aes-not_endangered,Kipfokomo (pkb-pkb) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Pokomo,Africa,-2.31587,40.2897,poko1261,pkb,KE,atla1278,NA
duru1249-aes,duru1249,aes,1,aes-not_endangered,Chiduruma (dug-dug) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Duruma,Africa,-4.09629,39.322,duru1249,dug,KE;TZ,atla1278,NA
chon1287-aes,chon1287,aes,1,aes-not_endangered,Chichonyi-Chidzihana-Chikauma (coh-coh) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Chonyi-Dzihana-Kauma,Africa,-6.518,38.672,chon1287,coh,KE,atla1278,NA
giry1241-aes,giry1241,aes,1,aes-not_endangered,Kigiryama (nyf-nyf) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Giryama,Africa,-3.30638,39.6648,giry1241,nyf,KE,atla1278,NA
sege1246-aes,sege1246,aes,3,aes-shifting,"Segeju (5071-seg) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Segeju,Africa,-5.00659,39.12249,sege1246,seg,TZ,atla1278,NA
digo1243-aes,digo1243,aes,1,aes-not_endangered,Chidigo (dig-dig) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Digo,Africa,-4.62101,39.1752,digo1243,dig,KE;TZ,atla1278,NA
ngaz1238-aes,ngaz1238,aes,1,aes-not_endangered,"Comorian, Ngazidja (zdj-zdj) = 5* (Developing). Statutory language of provincial identity in Grande Comore (2002, Constitution, Article 1).",hh:h:Ethnologue:25,NA,not_endangered,Ngazidja Comorian,Africa,-11.6129,43.36,ngaz1238,zdj,KM,atla1278,NA
mwal1237-aes,mwal1237,aes,1,aes-not_endangered,"Comorian, Mwali (wlc-wlc) = 6a* (Vigorous). Statutory language of provincial identity in Moheli Island (2002, Constitution, Article 1).",hh:h:Ethnologue:25,NA,not_endangered,Mwali Comorian,Africa,-12.3164,43.741,mwal1237,wlc,KM,atla1278,NA
maor1244-aes,maor1244,aes,3,aes-shifting,"Maore Comorian (4592-swb) = Threatened (40 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Maore Comorian,Africa,-12.830306,45.154942,maor1244,swb,YT,atla1278,NA
ndzw1235-aes,ndzw1235,aes,1,aes-not_endangered,"Comorian, Ndzwani (wni-wni) = 6a* (Vigorous). Statutory language of provincial identity in Anjouan Island (2002, Constitution, Article 1).",hh:h:Ethnologue:25,NA,not_endangered,Ndzwani Comorian,Africa,-12.2123,44.3709,ndzw1235,wni,KM,atla1278,NA
tave1240-aes,tave1240,aes,1,aes-not_endangered,Taveta (tvs-tvs) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Taveta,Africa,-3.41822,37.7061,tave1240,tvs,KE;TZ,atla1278,NA
asut1235-aes,asut1235,aes,1,aes-not_endangered,Asu (asa-asa) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Asu (Tanzania),Africa,-4.17978,37.8323,asut1235,asa,KE;TZ,atla1278,NA
mbug1240-aes,mbug1240,aes,3,aes-shifting,"Mbugu (9049-mhd) = Threatened (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Mbugu,Africa,-4.72863,38.3519,mbug1240,mhd,TZ,atla1278,NA
kagu1239-aes,kagu1239,aes,1,aes-not_endangered,Kagulu (kki-kki) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Kagulu,Africa,-6.38204,37.0534,kagu1239,kki,TZ,atla1278,NA
gogo1263-aes,gogo1263,aes,1,aes-not_endangered,Gogo (gog-gog) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Gogo,Africa,-6.35951,35.4807,gogo1263,gog,TZ,atla1278,NA
sham1280-aes,sham1280,aes,1,aes-not_endangered,Shambala (ksb-ksb) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Shambala,Africa,-4.8,38.29,sham1280,ksb,TZ,atla1278,NA
bond1247-aes,bond1247,aes,2,aes-threatened,"Bondei (5062-bou) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Bondei,Africa,-5.10749,38.5079,bond1247,bou,TZ,atla1278,NA
ngul1246-aes,ngul1246,aes,1,aes-not_endangered,Ngulu (ngp-ngp) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Ngulu,Africa,-5.79734,37.6823,ngul1246,ngp,TZ,atla1278,NA
zigu1244-aes,zigu1244,aes,2,aes-threatened,Zigula (ziw-ziw) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Zigula-Mushungulu,Africa,-5.61864,38.41138,zigu1244,ziw,TZ,atla1278,NA
mush1238-aes,mush1238,aes,2,aes-threatened,"Mushungulu (5052-xma) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Mushungulu,Africa,0.00689,42.6626,mush1238,xma,SO,atla1278,zigu1244
zigu1242-aes,zigu1242,aes,1,aes-not_endangered,Zigula (ziw-ziw) = 6a (Vigorous).,hh:h:Ethnologue:20,NA,not_endangered,Zigula,Africa,-5.61864,38.4114,zigu1242,NA,TZ,atla1278,zigu1244
saga1256-aes,saga1256,aes,2,aes-threatened,Sagala (sbm-sbm) = 6b* (Threatened).,hh:h:Ethnologue:25,NA,threatened,Sagala,Africa,-6.98537,36.9153,saga1256,sbm,TZ,atla1278,NA
vidu1238-aes,vidu1238,aes,3,aes-shifting,"Vidunda (1101-vid) = Threatened (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Vidunda,Africa,-7.52674,36.9316,vidu1238,vid,TZ,atla1278,NA
lugu1238-aes,lugu1238,aes,2,aes-threatened,Luguru (ruf-ruf) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Luguru,Africa,-6.86828,37.5557,lugu1238,ruf,TZ,atla1278,NA
doee1238-aes,doee1238,aes,2,aes-threatened,"Doe (5063-doe) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Doe,Africa,-6.25844,38.4902,doee1238,doe,TZ,atla1278,NA
kwer1261-aes,kwer1261,aes,2,aes-threatened,Kwere (cwe-cwe) = 6b* (Threatened).,hh:h:Ethnologue:25,NA,threatened,Kwere,Africa,-6.50666,38.4449,kwer1261,cwe,TZ,atla1278,NA
kami1256-aes,kami1256,aes,2,aes-threatened,"Kami (Tanzania) (4357-kcu) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Kami (Tanzania),Africa,-6.71075,37.98,kami1256,kcu,TZ,atla1278,NA
kutu1263-aes,kutu1263,aes,2,aes-threatened,Kutu (kdc-kdc) = 6b* (Threatened).,hh:h:Ethnologue:25,NA,threatened,Kutu,Africa,-7.23789,37.8623,kutu1263,kdc,TZ,atla1278,NA
zara1247-aes,zara1247,aes,5,aes-nearly_extinct,"Zaramo (3145-zaj) = Critically Endangered (60 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,nearly_extinct,Zaramo,Africa,-6.87705,38.9258,zara1247,zaj,TZ,atla1278,NA
dhai1238-aes,dhai1238,aes,3,aes-shifting,"Dhaiso (4079-dhs) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Dhaiso,Africa,-4.81209,38.818,dhai1238,dhs,TZ,atla1278,NA
kamb1297-aes,kamb1297,aes,1,aes-not_endangered,Kamba (kam-kam) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Kamba (Kenya),Africa,-1.60827,37.9532,kamb1297,kam,KE,atla1278,NA
temi1247-aes,temi1247,aes,1,aes-not_endangered,Temi (soz-soz) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Temi,Africa,-2.19303,35.8035,temi1247,soz,TZ,atla1278,NA
embu1241-aes,embu1241,aes,1,aes-not_endangered,Kiembu (ebu-ebu) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Embu,Africa,-0.62822,37.5933,embu1241,ebu,KE,atla1278,NA
kiku1240-aes,kiku1240,aes,1,aes-not_endangered,Gikuyu (kik-kik) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Kikuyu,Africa,-0.29005,36.719,kiku1240,kik,KE,atla1278,NA
mwim1241-aes,mwim1241,aes,1,aes-not_endangered,Mwimbi-Muthambi (mws-mws) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Mwimbi-Muthambi,Africa,-0.11968,37.5939,mwim1241,mws,KE,atla1278,NA
chuk1274-aes,chuk1274,aes,1,aes-not_endangered,Gichuka (cuh-cuh) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Chuka,Africa,-0.27405,37.6116,chuk1274,cuh,KE,atla1278,NA
thar1283-aes,thar1283,aes,1,aes-not_endangered,Kitharaka (thk-thk) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Tharaka,Africa,-0.13221,38.073,thar1283,thk,KE,atla1278,NA
meru1245-aes,meru1245,aes,1,aes-not_endangered,Kimîîru (mer-mer) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Meru,Africa,0.26484,37.7396,meru1245,mer,KE,atla1278,NA
bend1258-aes,bend1258,aes,3,aes-shifting,"Bende (10413-bdp) = Endangered (100 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Bende,Africa,-6.22082,30.5926,bend1258,bdp,TZ,atla1278,NA
tong1320-aes,tong1320,aes,2,aes-threatened,Tongwe (tny-tny) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Tongwe,Africa,-6.43051,30.0807,tong1320,tny,TZ,atla1278,NA
sumb1240-aes,sumb1240,aes,1,aes-not_endangered,Sumbwa (suw-suw) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Sumbwa,Africa,-3.47335,31.9457,sumb1240,suw,TZ,atla1278,NA
kimb1242-aes,kimb1242,aes,2,aes-threatened,Kimbu (kiv-kiv) = 6b* (Threatened).,hh:h:Ethnologue:25,NA,threatened,Kimbu,Africa,-7.23023,33.6445,kimb1242,kiv,TZ,atla1278,NA
suku1261-aes,suku1261,aes,1,aes-not_endangered,Sukuma (suk-suk) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Sukuma,Africa,-3.16082,32.8765,suku1261,suk,TZ,atla1278,NA
kono1265-aes,kono1265,aes,2,aes-threatened,Konongo (kcz-kcz) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Konongo-Ruwila,Africa,-6.51503,32.1803,kono1265,kcz,TZ,atla1278,NA
nyam1276-aes,nyam1276,aes,1,aes-not_endangered,Nyamwezi (nym-nym) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Nyamwezi,Africa,-5.08559,32.94452,nyam1276,nym,TZ,atla1278,NA
ruwi1234-aes,ruwi1234,aes,1,aes-not_endangered,Ruwila (rwl-rwl) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Ruwila,Africa,NA,NA,ruwi1234,rwl,TZ,atla1278,kono1265
gung1250-aes,gung1250,aes,1,aes-not_endangered,Gungu (rub-rub) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Gungu,Africa,2.06754,31.4819,gung1250,rub,UG,atla1278,NA
kara1481-aes,kara1481,aes,3,aes-shifting,Kara (reg-reg) = 7 (Shifting).,hh:h:Ethnologue:25,NA,shifting,Kara (Tanzania),Africa,-1.83511,33.0488,kara1481,reg,TZ,atla1278,NA
kway1241-aes,kway1241,aes,1,aes-not_endangered,Kwaya (kya-kya) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Kwaya,Africa,-1.80737,33.71,kway1241,kya,TZ,atla1278,NA
jita1239-aes,jita1239,aes,1,aes-not_endangered,Jita (jit-jit) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Jita,Africa,-1.62681,33.9141,jita1239,jit,TZ,atla1278,NA
ikiz1238-aes,ikiz1238,aes,1,aes-not_endangered,"Ikizu (5066-ikz) = At risk (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,not_endangered,Ikizu,Africa,-1.9915,34.3589,ikiz1238,ikz,TZ,atla1278,NA
zana1238-aes,zana1238,aes,1,aes-not_endangered,Zanaki (zak-zak) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Zanaki,Africa,-2.26367,34.0542,zana1238,zak,TZ,atla1278,NA
ngur1263-aes,ngur1263,aes,1,aes-not_endangered,Ngoreme (ngq-ngq) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Ngoreme,Africa,-1.8485,34.6173,ngur1263,ngq,TZ,atla1278,NA
isse1238-aes,isse1238,aes,2,aes-threatened,Ikoma-Nata-Isenye (ntk-NOCODE_Isenye) = 6b (Threatened).,hh:h:Ethnologue:22,NA,threatened,Isenye,Africa,-2.019886,34.413574,isse1238,NA,TZ,atla1278,NA
ikom1245-aes,ikom1245,aes,2,aes-threatened,"Ikoma (5067-ntk) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Ikoma-Nata,Africa,-1.94989,34.5361,ikom1245,ntk,TZ,atla1278,NA
suba1238-aes,suba1238,aes,1,aes-not_endangered,"Suba (4789-sxb) = At risk (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,not_endangered,Suba,Africa,-0.95719,34.1033,suba1238,sxb,KE;UG,atla1278,NA
gusi1247-aes,gusi1247,aes,1,aes-not_endangered,Ekegusii (guz-guz) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Gusii,Africa,-0.78872,34.76751,gusi1247,guz,KE;TZ,atla1278,NA
kabw1241-aes,kabw1241,aes,3,aes-shifting,"Kabwa (5069-cwa) = Threatened (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,shifting,Kabwa,Africa,-1.7124,34.3923,kabw1241,cwa,TZ,atla1278,NA
kuri1259-aes,kuri1259,aes,1,aes-not_endangered,Kuria (kuj-kuj) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Kuria,Africa,-1.50636,34.5049,kuri1259,kuj,KE;TZ,atla1278,NA
suba1252-aes,suba1252,aes,2,aes-threatened,"Suba (96-sxb, ssc) = Vulnerable",hh:hel:Moseley:Atlas:2010,NA,threatened,Suba-Simbiti,Africa,-1.103296,34.268,suba1252,ssc,TZ,atla1278,NA
kere1283-aes,kere1283,aes,2,aes-threatened,Kerewe (ked-ked) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Kerewe,Africa,-2.09315,33.5326,kere1283,ked,TZ,atla1278,NA
zinz1238-aes,zinz1238,aes,2,aes-threatened,Zinza (zin-zin) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Zinza,Africa,-2.64132,32.1755,zinz1238,zin,TZ,atla1278,NA
subi1247-aes,subi1247,aes,2,aes-threatened,Subi (xsj-xsj) = 6b (Threatened).,hh:h:Ethnologue:25,NA,threatened,Subi,Africa,-2.93387,31.3594,subi1247,xsj,TZ,atla1278,zinz1238
gwer1238-aes,gwer1238,aes,1,aes-not_endangered,Gwere (gwr-gwr) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Gwere,Africa,1.11392,33.8227,gwer1238,gwr,UG,atla1278,NA
gand1255-aes,gand1255,aes,1,aes-not_endangered,Ganda (lug-lug) = 3 (Wider communication). De facto language of national identity.,hh:h:Ethnologue:25,NA,not_endangered,Ganda,Africa,0.66884,32.15153,gand1255,lug,UG,atla1278,NA
sing1266-aes,sing1266,aes,6,aes-extinct,Singa (108-sgm) = Extinct,hh:hel:Moseley:Atlas:2010,NA,extinct,Singa,Africa,-0.24587,33.8997,sing1266,sgm,KE,atla1278,NA
soga1242-aes,soga1242,aes,1,aes-not_endangered,"Soga (xog-xog) = 4 (Educational). De facto language of provincial identity in Iganga, 4 other districts.",hh:h:Ethnologue:25,NA,not_endangered,Soga,Africa,0.40456,33.3942,soga1242,xog,UG,atla1278,NA
keny1278-aes,keny1278,aes,1,aes-not_endangered,Kenye (lke-lke) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Kenyi,Africa,1.1513,33.4791,keny1278,lke,UG,atla1278,NA
nyam1277-aes,nyam1277,aes,1,aes-not_endangered,Nyambo (now-now) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Nyambo,Africa,-1.6096,30.9156,nyam1277,now,RW;TZ;UG,atla1278,NA
haya1250-aes,haya1250,aes,1,aes-not_endangered,Haya (hay-hay) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Haya,Africa,-1.70878,31.4846,haya1250,hay,TZ;UG,atla1278,NA
ruul1235-aes,ruul1235,aes,1,aes-not_endangered,Ruruuli-Runyala (ruc-ruc) = 6a (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Ruuli,Africa,1.41726,32.4179,ruul1235,ruc,UG,atla1278,NA
hema1238-aes,hema1238,aes,1,aes-not_endangered,Hema (nix-nix) = 6a* (Vigorous).,hh:h:Ethnologue:25,NA,not_endangered,Hema,Africa,1.04953,30.0872,hema1238,nix,CD;UG,atla1278,NA
tali1258-aes,tali1258,aes,2,aes-threatened,"Talinga-Bwisi (8069-tlj) = Vulnerable (20 percent certain, based on the evidence available)",hh:hel:Campbell:ElCat,NA,threatened,Talinga-Bwisi,Africa,0.676185,29.9494,tali1258,tlj,CD;UG,atla1278,NA
chig1238-aes,chig1238,aes,1,aes-not_endangered,Chiga (cgg-cgg) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Chiga,Africa,-1.04387,29.9122,chig1238,cgg,CD;RW;UG,atla1278,NA
nyan1307-aes,nyan1307,aes,1,aes-not_endangered,"Nyankore (nyn-nyn) = 4 (Educational). De facto language of provincial identity in Bushenyi, Mbarara, Ntungamo districts.",hh:h:Ethnologue:25,NA,not_endangered,Nyankole,Africa,-0.46364,30.548,nyan1307,nyn,RW;TZ;UG,atla1278,NA
nyor1246-aes,nyor1246,aes,1,aes-not_endangered,Nyoro (nyo-nyo) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Nyoro,Africa,0.95294,31.3493,nyor1246,nyo,UG,atla1278,NA
toor1238-aes,toor1238,aes,1,aes-not_endangered,Tooro (ttj-ttj) = 4 (Educational). De facto language of provincial identity in Kabarole and Kabale districts.,hh:h:Ethnologue:25,NA,not_endangered,Tooro,Africa,0.57291,30.6389,toor1238,ttj,CD;UG,atla1278,NA
logo1258-aes,logo1258,aes,1,aes-not_endangered,Lulogooli (rag-rag) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Logooli,Africa,0.09487,34.729,logo1258,rag,KE;TZ,atla1278,NA
idak1243-aes,idak1243,aes,1,aes-not_endangered,Luidakho-Luisukha-Lutirichi (ida-ida) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Idakho-Isukha-Tiriki,Africa,0.21557,34.817,idak1243,ida,KE,atla1278,NA
kabr1240-aes,kabr1240,aes,1,aes-not_endangered,Lukabaras (lkb-lkb) = 5* (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Kabras,Africa,0.29,34.83,kabr1240,lkb,KE,atla1278,NA
masa1299-aes,masa1299,aes,1,aes-not_endangered,Masaaba (myx-myx) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Masaaba,Africa,1.05906,34.2829,masa1299,myx,KE;UG,atla1278,NA
buku1249-aes,buku1249,aes,1,aes-not_endangered,Bukusu (bxk-bxk) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Bukusu,Africa,0.68043,34.7719,buku1249,bxk,KE;UG,atla1278,NA
nyor1244-aes,nyor1244,aes,1,aes-not_endangered,Olunyole (nyd-nyd) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Nyore,Africa,0.07523,34.6166,nyor1244,nyd,KE,atla1278,NA
mara1392-aes,mara1392,aes,1,aes-not_endangered,Olumarama (lrm-lrm) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Marama,Africa,0.19,34.49,mara1392,lrm,KE,atla1278,NA
wang1294-aes,wang1294,aes,1,aes-not_endangered,Oluwanga (lwg-lwg) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Wanga,Africa,0.343,34.477,wang1294,lwg,KE,atla1278,NA
east2409-aes,east2409,aes,1,aes-not_endangered,Nyala (nle-nle) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,East Nyala,Africa,0.38163,34.6626,east2409,nle,KE,atla1278,NA
tsot1241-aes,tsot1241,aes,1,aes-not_endangered,Olutsotso (lto-lto) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Tsotso,Africa,0.2975,34.6961,tsot1241,lto,KE,atla1278,NA
kisa1263-aes,kisa1263,aes,1,aes-not_endangered,Olushisa (lks-lks) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Kisa,Africa,0.1529,34.5708,kisa1263,lks,KE,atla1278,NA
tach1242-aes,tach1242,aes,1,aes-not_endangered,Lutachoni (lts-lts) = 5* (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Tachoni,Africa,0.6079,34.8298,tach1242,lts,KE,atla1278,NA
saam1283-aes,saam1283,aes,1,aes-not_endangered,Saamya-Gwe (lsm-lsm) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Saamia,Africa,0.3652,34.0335,saam1283,lsm,KE;UG,atla1278,NA
mara1393-aes,mara1393,aes,1,aes-not_endangered,Olumarachi (lri-lri) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Marachi,Africa,0.34,34.22,mara1393,lri,KE,atla1278,NA
west2861-aes,west2861,aes,1,aes-not_endangered,Nyala (nle-NOCODE_West-Nyala) = 5 (Developing).,hh:h:Ethnologue:23,NA,not_endangered,West Nyala,Africa,0.08,33.99,west2861,NA,KE,atla1278,NA
khay1238-aes,khay1238,aes,1,aes-not_endangered,Olukhayo (lko-lko) = 4 (Educational).,hh:h:Ethnologue:25,NA,not_endangered,Khayo,Africa,0.54,34.25,khay1238,lko,KE;UG,atla1278,NA
nyol1238-aes,nyol1238,aes,1,aes-not_endangered,Nyole (nuj-nuj) = 5 (Developing).,hh:h:Ethnologue:25,NA,not_endangered,Nyole,Africa,0.88072,33.9181,nyol1238,nuj,UG,atla1278,NA
